JobID|JobName|Partition|State|Start|End|AllocNodes|AllocCPUS|NodeList
430716.extern|extern||COMPLETED|2024-04-05T08:23:36|2024-04-05T08:23:51|1|16|shadowfax
430717|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:26:24|2024-04-05T08:26:39|1|16|shadowfax
430717.batch|batch||COMPLETED|2024-04-05T08:26:24|2024-04-05T08:26:39|1|16|shadowfax
430717.extern|extern||COMPLETED|2024-04-05T08:26:24|2024-04-05T08:26:39|1|16|shadowfax
430718|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:36:46|2024-04-05T08:37:01|1|16|shadowfax
430718.batch|batch||COMPLETED|2024-04-05T08:36:46|2024-04-05T08:37:01|1|16|shadowfax
430718.extern|extern||COMPLETED|2024-04-05T08:36:46|2024-04-05T08:37:01|1|16|shadowfax
430719|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:39:29|2024-04-05T08:39:44|1|16|shadowfax
430719.batch|batch||COMPLETED|2024-04-05T08:39:29|2024-04-05T08:39:44|1|16|shadowfax
430719.extern|extern||COMPLETED|2024-04-05T08:39:29|2024-04-05T08:39:44|1|16|shadowfax
430720|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:40:47|2024-04-05T08:41:01|1|16|shadowfax
430720.batch|batch||COMPLETED|2024-04-05T08:40:47|2024-04-05T08:41:01|1|16|shadowfax
430720.extern|extern||COMPLETED|2024-04-05T08:40:47|2024-04-05T08:41:01|1|16|shadowfax
430721|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:42:14|2024-04-05T08:42:30|1|16|shadowfax
430721.batch|batch||COMPLETED|2024-04-05T08:42:14|2024-04-05T08:42:30|1|16|shadowfax
430721.extern|extern||COMPLETED|2024-04-05T08:42:14|2024-04-05T08:42:30|1|16|shadowfax
430722|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|CANCELLED by 3581|2024-04-05T08:42:39|2024-04-05T08:42:43|1|16|shadowfax
430722.batch|batch||CANCELLED|2024-04-05T08:42:39|2024-04-05T08:42:44|1|16|shadowfax
430722.extern|extern||COMPLETED|2024-04-05T08:42:39|2024-04-05T08:42:43|1|16|shadowfax
430723|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:42:47|2024-04-05T08:43:02|1|16|shadowfax
430723.batch|batch||COMPLETED|2024-04-05T08:42:47|2024-04-05T08:43:02|1|16|shadowfax
430723.extern|extern||COMPLETED|2024-04-05T08:42:47|2024-04-05T08:43:02|1|16|shadowfax
430724|Logistic_Regression_Rating_Model_4_Permutation_Importance|jsteinhardt|COMPLETED|2024-04-05T08:44:07|2024-04-05T08:44:42|1|16|shadowfax
430724.batch|batch||COMPLETED|2024-04-05T08:44:07|2024-04-05T08:44:42|1|16|shadowfax
430724.extern|extern||COMPLETED|2024-04-05T08:44:07|2024-04-05T08:44:42|1|16|shadowfax
431466|Run_LBP_All_images|jsteinhardt|COMPLETED|2024-04-05T19:10:08|2024-04-05T19:11:13|1|16|shadowfax
431466.batch|batch||COMPLETED|2024-04-05T19:10:08|2024-04-05T19:11:13|1|16|shadowfax
431466.extern|extern||COMPLETED|2024-04-05T19:10:08|2024-04-05T19:11:13|1|16|shadowfax
432165|jupyterhub|jsteinhardt|CANCELLED by 3581|2024-04-06T12:31:16|2024-04-06T12:42:13|1|1|shadowfax
432165.batch|batch||CANCELLED|2024-04-06T12:31:16|2024-04-06T12:42:44|1|1|shadowfax
432165.extern|extern||COMPLETED|2024-04-06T12:31:16|2024-04-06T12:42:13|1|1|shadowfax
432176|VGG_SCF|jsteinhardt|CANCELLED by 3581|2024-04-06T12:45:17|2024-04-06T12:45:17|0|1|None assigned
432177|VGG_SCF|yss|COMPLETED|2024-04-06T12:45:37|2024-04-06T12:46:51|1|1|luthien
432177.batch|batch||COMPLETED|2024-04-06T12:45:37|2024-04-06T12:46:51|1|1|luthien
432177.extern|extern||COMPLETED|2024-04-06T12:45:37|2024-04-06T12:46:51|1|1|luthien
432259|VGG_SCF|yss|COMPLETED|2024-04-06T13:15:10|2024-04-06T13:15:17|1|1|luthien
432259.batch|batch||COMPLETED|2024-04-06T13:15:10|2024-04-06T13:15:17|1|1|luthien
432259.extern|extern||COMPLETED|2024-04-06T13:15:10|2024-04-06T13:15:17|1|1|luthien
432260|VGG_SCF|yss|COMPLETED|2024-04-06T13:16:22|2024-04-06T13:17:30|1|1|luthien
432260.batch|batch||COMPLETED|2024-04-06T13:16:22|2024-04-06T13:17:30|1|1|luthien
432260.extern|extern||COMPLETED|2024-04-06T13:16:22|2024-04-06T13:17:30|1|1|luthien
432262|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T14:00:30|2024-04-06T14:05:59|1|16|shadowfax
432262.batch|batch||COMPLETED|2024-04-06T14:00:30|2024-04-06T14:05:59|1|16|shadowfax
432262.extern|extern||COMPLETED|2024-04-06T14:00:30|2024-04-06T14:05:59|1|16|shadowfax
432347|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T15:12:59|2024-04-06T15:18:28|1|16|shadowfax
432347.batch|batch||COMPLETED|2024-04-06T15:12:59|2024-04-06T15:18:28|1|16|shadowfax
432347.extern|extern||COMPLETED|2024-04-06T15:12:59|2024-04-06T15:18:28|1|16|shadowfax
432425|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T18:48:30|2024-04-06T18:53:38|1|16|shadowfax
432425.batch|batch||COMPLETED|2024-04-06T18:48:30|2024-04-06T18:53:38|1|16|shadowfax
432425.extern|extern||COMPLETED|2024-04-06T18:48:30|2024-04-06T18:53:38|1|16|shadowfax
432426|PCA_Train_Set_Plotting|jsteinhardt|COMPLETED|2024-04-06T18:48:34|2024-04-06T18:56:37|1|1|shadowfax
432426.batch|batch||COMPLETED|2024-04-06T18:48:34|2024-04-06T18:56:37|1|1|shadowfax
432426.extern|extern||COMPLETED|2024-04-06T18:48:34|2024-04-06T18:56:37|1|1|shadowfax
432428|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T19:01:01|2024-04-06T19:05:58|1|16|shadowfax
432428.batch|batch||COMPLETED|2024-04-06T19:01:01|2024-04-06T19:05:58|1|16|shadowfax
432428.extern|extern||COMPLETED|2024-04-06T19:01:01|2024-04-06T19:05:58|1|16|shadowfax
432429|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T19:09:40|2024-04-06T19:14:28|1|16|shadowfax
432429.batch|batch||COMPLETED|2024-04-06T19:09:40|2024-04-06T19:14:28|1|16|shadowfax
432429.extern|extern||COMPLETED|2024-04-06T19:09:40|2024-04-06T19:14:28|1|16|shadowfax
432431|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-06T19:15:38|2024-04-06T19:20:32|1|16|shadowfax
432431.batch|batch||COMPLETED|2024-04-06T19:15:38|2024-04-06T19:20:32|1|16|shadowfax
432431.extern|extern||COMPLETED|2024-04-06T19:15:38|2024-04-06T19:20:32|1|16|shadowfax
432432|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T20:35:39|2024-04-06T20:35:41|1|1|shadowfax
432432.batch|batch||COMPLETED|2024-04-06T20:35:39|2024-04-06T20:35:41|1|1|shadowfax
432432.extern|extern||COMPLETED|2024-04-06T20:35:39|2024-04-06T20:35:41|1|1|shadowfax
432433|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T20:36:13|2024-04-06T20:37:23|1|1|shadowfax
432433.batch|batch||COMPLETED|2024-04-06T20:36:13|2024-04-06T20:37:23|1|1|shadowfax
432433.extern|extern||COMPLETED|2024-04-06T20:36:13|2024-04-06T20:37:23|1|1|shadowfax
432434|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T20:39:31|2024-04-06T20:42:52|1|1|shadowfax
432434.batch|batch||COMPLETED|2024-04-06T20:39:31|2024-04-06T20:42:52|1|1|shadowfax
432434.extern|extern||COMPLETED|2024-04-06T20:39:31|2024-04-06T20:42:52|1|1|shadowfax
432435|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T20:45:58|2024-04-06T20:49:18|1|1|shadowfax
432435.batch|batch||COMPLETED|2024-04-06T20:45:58|2024-04-06T20:49:18|1|1|shadowfax
432435.extern|extern||COMPLETED|2024-04-06T20:45:58|2024-04-06T20:49:18|1|1|shadowfax
432436|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T20:54:24|2024-04-06T20:57:46|1|1|shadowfax
432436.batch|batch||COMPLETED|2024-04-06T20:54:24|2024-04-06T20:57:46|1|1|shadowfax
432436.extern|extern||COMPLETED|2024-04-06T20:54:24|2024-04-06T20:57:46|1|1|shadowfax
432437|PCA_Transformations|jsteinhardt|COMPLETED|2024-04-06T21:00:36|2024-04-06T21:04:16|1|1|shadowfax
432437.batch|batch||COMPLETED|2024-04-06T21:00:36|2024-04-06T21:04:16|1|1|shadowfax
432437.extern|extern||COMPLETED|2024-04-06T21:00:36|2024-04-06T21:04:16|1|1|shadowfax
432440|Fit_Logistic_Regression_Classifier_All_Data|jsteinhardt|CANCELLED by 3581|2024-04-06T23:45:25|2024-04-07T15:17:44|1|16|shadowfax
432440.batch|batch||CANCELLED|2024-04-06T23:45:25|2024-04-07T15:17:45|1|16|shadowfax
432440.extern|extern||COMPLETED|2024-04-06T23:45:25|2024-04-07T15:17:44|1|16|shadowfax
432441|Fit_Logistic_Regression_Classifier_All_Features_PCA|jsteinhardt|COMPLETED|2024-04-06T23:45:34|2024-04-07T05:35:57|1|16|shadowfax
432441.batch|batch||COMPLETED|2024-04-06T23:45:34|2024-04-07T05:35:57|1|16|shadowfax
432441.extern|extern||COMPLETED|2024-04-06T23:45:34|2024-04-07T05:35:57|1|16|shadowfax
432442|Fit_Logistic_Regression_Classifier_Individual_Features_PCA|jsteinhardt|COMPLETED|2024-04-06T23:45:41|2024-04-07T09:09:52|1|16|smokyquartz
432442.batch|batch||COMPLETED|2024-04-06T23:45:41|2024-04-07T09:09:52|1|16|smokyquartz
432442.extern|extern||COMPLETED|2024-04-06T23:45:41|2024-04-07T09:09:52|1|16|smokyquartz
432446|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T09:32:01|2024-04-07T09:32:27|1|16|shadowfax
432446.batch|batch||COMPLETED|2024-04-07T09:32:01|2024-04-07T09:32:27|1|16|shadowfax
432446.extern|extern||COMPLETED|2024-04-07T09:32:01|2024-04-07T09:32:27|1|16|shadowfax
432448|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T09:36:15|2024-04-07T09:36:36|1|16|shadowfax
432448.batch|batch||COMPLETED|2024-04-07T09:36:15|2024-04-07T09:36:36|1|16|shadowfax
432448.extern|extern||COMPLETED|2024-04-07T09:36:15|2024-04-07T09:36:36|1|16|shadowfax
432449|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T09:38:32|2024-04-07T09:38:53|1|16|shadowfax
432449.batch|batch||COMPLETED|2024-04-07T09:38:32|2024-04-07T09:38:53|1|16|shadowfax
432449.extern|extern||COMPLETED|2024-04-07T09:38:32|2024-04-07T09:38:53|1|16|shadowfax
432451|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T09:41:14|2024-04-07T09:41:35|1|16|shadowfax
432451.batch|batch||COMPLETED|2024-04-07T09:41:14|2024-04-07T09:41:35|1|16|shadowfax
432451.extern|extern||COMPLETED|2024-04-07T09:41:14|2024-04-07T09:41:35|1|16|shadowfax
432452|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-07T09:45:25|2024-04-07T11:05:09|1|16|shadowfax
432452.batch|batch||CANCELLED|2024-04-07T09:45:25|2024-04-07T11:05:10|1|16|shadowfax
432452.extern|extern||COMPLETED|2024-04-07T09:45:25|2024-04-07T11:05:09|1|16|shadowfax
432464|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T11:22:05|2024-04-07T13:20:45|1|16|shadowfax
432464.batch|batch||COMPLETED|2024-04-07T11:22:05|2024-04-07T13:20:45|1|16|shadowfax
432464.extern|extern||COMPLETED|2024-04-07T11:22:05|2024-04-07T13:20:45|1|16|shadowfax
432870|fit_XGBoost_All_data|jsteinhardt|CANCELLED by 3581|2024-04-07T12:14:42|2024-04-07T15:17:44|1|16|smokyquartz
432870.batch|batch||CANCELLED|2024-04-07T12:14:42|2024-04-07T15:17:47|1|16|smokyquartz
432870.extern|extern||COMPLETED|2024-04-07T12:14:42|2024-04-07T15:17:44|1|16|smokyquartz
432871|fit_XGBoost_All_features_PCA|jsteinhardt|CANCELLED by 3581|2024-04-07T12:15:12|2024-04-07T12:15:21|1|16|smokyquartz
432871.batch|batch||CANCELLED|2024-04-07T12:15:12|2024-04-07T12:15:22|1|16|smokyquartz
432871.extern|extern||COMPLETED|2024-04-07T12:15:12|2024-04-07T12:15:21|1|16|smokyquartz
432872|fit_XGBoost_Individual_Features_PCA|jsteinhardt|CANCELLED by 3581|2024-04-07T12:15:12|2024-04-07T12:15:27|1|16|smokyquartz
432872.batch|batch||CANCELLED|2024-04-07T12:15:12|2024-04-07T12:15:28|1|16|smokyquartz
432872.extern|extern||COMPLETED|2024-04-07T12:15:12|2024-04-07T12:15:27|1|16|smokyquartz
432873|fit_XGBoost_Individual_Features_PCA|jsteinhardt|CANCELLED by 3581|2024-04-07T12:17:09|2024-04-07T12:17:09|0|16|None assigned
432874|fit_XGBoost_Individual_Features_PCA|high|CANCELLED by 3581|2024-04-07T12:18:12|2024-04-07T12:18:55|1|16|scf-sm20
432874.batch|batch||CANCELLED|2024-04-07T12:18:12|2024-04-07T12:18:56|1|16|scf-sm20
432874.extern|extern||COMPLETED|2024-04-07T12:18:12|2024-04-07T12:18:55|1|16|scf-sm20
432876|fit_XGBoost_Individual_Features_PCA|epurdom|COMPLETED|2024-04-07T12:24:30|2024-04-07T13:38:13|1|16|frodo
432876.batch|batch||COMPLETED|2024-04-07T12:24:30|2024-04-07T13:38:13|1|16|frodo
432876.extern|extern||COMPLETED|2024-04-07T12:24:30|2024-04-07T13:38:13|1|16|frodo
432877|fit_XGBoost_All_features_PCA|epurdom|COMPLETED|2024-04-07T12:25:12|2024-04-07T13:13:01|1|16|frodo
432877.batch|batch||COMPLETED|2024-04-07T12:25:12|2024-04-07T13:13:01|1|16|frodo
432877.extern|extern||COMPLETED|2024-04-07T12:25:12|2024-04-07T13:13:01|1|16|frodo
433084|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T13:36:23|2024-04-07T13:37:05|1|16|balrog
433084.batch|batch||COMPLETED|2024-04-07T13:36:23|2024-04-07T13:37:05|1|16|balrog
433084.extern|extern||COMPLETED|2024-04-07T13:36:23|2024-04-07T13:37:05|1|16|balrog
433285|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T13:43:33|2024-04-07T13:44:09|1|16|saruman
433285.batch|batch||COMPLETED|2024-04-07T13:43:33|2024-04-07T13:44:09|1|16|saruman
433285.extern|extern||COMPLETED|2024-04-07T13:43:33|2024-04-07T13:44:09|1|16|saruman
433286|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-07T13:45:46|2024-04-07T13:45:46|0|16|None assigned
433287|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T13:45:55|2024-04-07T13:46:35|1|16|shadowfax
433287.batch|batch||COMPLETED|2024-04-07T13:45:55|2024-04-07T13:46:35|1|16|shadowfax
433287.extern|extern||COMPLETED|2024-04-07T13:45:55|2024-04-07T13:46:35|1|16|shadowfax
433288|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-07T13:52:51|2024-04-07T14:07:30|1|16|shadowfax
433288.batch|batch||CANCELLED|2024-04-07T13:52:51|2024-04-07T14:07:31|1|16|shadowfax
433288.extern|extern||COMPLETED|2024-04-07T13:52:51|2024-04-07T14:07:30|1|16|shadowfax
433492|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-07T14:27:20|2024-04-07T15:17:44|1|16|shadowfax
433492.batch|batch||CANCELLED|2024-04-07T14:27:20|2024-04-07T15:17:45|1|16|shadowfax
433492.extern|extern||COMPLETED|2024-04-07T14:27:20|2024-04-07T15:17:44|1|16|shadowfax
434001|Fit_Logistic_Regression_Classifier_All_Data|jsteinhardt|COMPLETED|2024-04-07T15:19:21|2024-04-08T16:23:21|1|16|shadowfax
434001.batch|batch||COMPLETED|2024-04-07T15:19:21|2024-04-08T16:23:21|1|16|shadowfax
434001.extern|extern||COMPLETED|2024-04-07T15:19:21|2024-04-08T16:23:21|1|16|shadowfax
434002|Fit_Logistic_Regression_Classifier_Individual_Features_PCA|jsteinhardt|COMPLETED|2024-04-07T15:19:30|2024-04-07T22:24:49|1|16|shadowfax
434002.batch|batch||COMPLETED|2024-04-07T15:19:30|2024-04-07T22:24:49|1|16|shadowfax
434002.extern|extern||COMPLETED|2024-04-07T15:19:30|2024-04-07T22:24:49|1|16|shadowfax
434003|Fit_Logistic_Regression_Classifier_All_Features_PCA|jsteinhardt|COMPLETED|2024-04-07T15:19:38|2024-04-07T19:27:29|1|16|smokyquartz
434003.batch|batch||COMPLETED|2024-04-07T15:19:38|2024-04-07T19:27:29|1|16|smokyquartz
434003.extern|extern||COMPLETED|2024-04-07T15:19:38|2024-04-07T19:27:29|1|16|smokyquartz
434004|fit_XGBoost_Individual_Features_PCA|epurdom|COMPLETED|2024-04-07T15:20:11|2024-04-07T16:02:43|1|16|frodo
434004.batch|batch||COMPLETED|2024-04-07T15:20:11|2024-04-07T16:02:43|1|16|frodo
434004.extern|extern||COMPLETED|2024-04-07T15:20:11|2024-04-07T16:02:43|1|16|frodo
434005|fit_XGBoost_All_features_PCA|epurdom|COMPLETED|2024-04-07T15:20:20|2024-04-07T15:55:20|1|16|frodo
434005.batch|batch||COMPLETED|2024-04-07T15:20:20|2024-04-07T15:55:20|1|16|frodo
434005.extern|extern||COMPLETED|2024-04-07T15:20:20|2024-04-07T15:55:20|1|16|frodo
434006|fit_XGBoost_All_data|jsteinhardt|COMPLETED|2024-04-07T15:20:30|2024-04-07T19:15:20|1|16|smokyquartz
434006.batch|batch||COMPLETED|2024-04-07T15:20:30|2024-04-07T19:15:20|1|16|smokyquartz
434006.extern|extern||COMPLETED|2024-04-07T15:20:30|2024-04-07T19:15:20|1|16|smokyquartz
434007|tSNE_Train_Set|jsteinhardt|COMPLETED|2024-04-07T15:21:12|2024-04-07T15:25:54|1|16|smokyquartz
434007.batch|batch||COMPLETED|2024-04-07T15:21:12|2024-04-07T15:25:54|1|16|smokyquartz
434007.extern|extern||COMPLETED|2024-04-07T15:21:12|2024-04-07T15:25:54|1|16|smokyquartz
434475|Fit_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T19:16:02|2024-04-07T19:43:31|1|16|saruman
434475.batch|batch||COMPLETED|2024-04-07T19:16:02|2024-04-07T19:43:31|1|16|saruman
434475.extern|extern||COMPLETED|2024-04-07T19:16:02|2024-04-07T19:43:31|1|16|saruman
435790|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|CANCELLED by 3581|2024-04-07T21:53:37|2024-04-07T21:54:35|1|16|balrog
435790.batch|batch||CANCELLED|2024-04-07T21:53:37|2024-04-07T21:54:36|1|16|balrog
435790.extern|extern||COMPLETED|2024-04-07T21:53:37|2024-04-07T21:54:35|1|16|balrog
435791|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T21:57:04|2024-04-07T21:57:21|1|16|balrog
435791.batch|batch||COMPLETED|2024-04-07T21:57:04|2024-04-07T21:57:21|1|16|balrog
435791.extern|extern||COMPLETED|2024-04-07T21:57:04|2024-04-07T21:57:21|1|16|balrog
435792|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:01:42|2024-04-07T22:01:58|1|16|balrog
435792.batch|batch||COMPLETED|2024-04-07T22:01:42|2024-04-07T22:01:58|1|16|balrog
435792.extern|extern||COMPLETED|2024-04-07T22:01:42|2024-04-07T22:01:58|1|16|balrog
435793|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:03:39|2024-04-07T22:03:55|1|16|balrog
435793.batch|batch||COMPLETED|2024-04-07T22:03:39|2024-04-07T22:03:55|1|16|balrog
435793.extern|extern||COMPLETED|2024-04-07T22:03:39|2024-04-07T22:03:55|1|16|balrog
435794|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:07:12|2024-04-07T22:07:28|1|16|balrog
435794.batch|batch||COMPLETED|2024-04-07T22:07:12|2024-04-07T22:07:28|1|16|balrog
435794.extern|extern||COMPLETED|2024-04-07T22:07:12|2024-04-07T22:07:28|1|16|balrog
435795|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:11:11|2024-04-07T22:11:27|1|16|balrog
435795.batch|batch||COMPLETED|2024-04-07T22:11:11|2024-04-07T22:11:27|1|16|balrog
435795.extern|extern||COMPLETED|2024-04-07T22:11:11|2024-04-07T22:11:27|1|16|balrog
435796|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:12:30|2024-04-07T22:12:47|1|16|balrog
435796.batch|batch||COMPLETED|2024-04-07T22:12:30|2024-04-07T22:12:47|1|16|balrog
435796.extern|extern||COMPLETED|2024-04-07T22:12:30|2024-04-07T22:12:47|1|16|balrog
435797|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:14:07|2024-04-07T22:14:24|1|16|balrog
435797.batch|batch||COMPLETED|2024-04-07T22:14:07|2024-04-07T22:14:24|1|16|balrog
435797.extern|extern||COMPLETED|2024-04-07T22:14:07|2024-04-07T22:14:24|1|16|balrog
435798|Evaluate_Autogluon_Tabular_Only_SCF_Medium_Presets|jsteinhardt|COMPLETED|2024-04-07T22:17:37|2024-04-08T06:06:14|1|16|balrog
435798.batch|batch||COMPLETED|2024-04-07T22:17:37|2024-04-08T06:06:14|1|16|balrog
435798.extern|extern||COMPLETED|2024-04-07T22:17:37|2024-04-08T06:06:14|1|16|balrog
435806|Fit_SVM_Classifier_All_Data|jsteinhardt|CANCELLED by 3581|2024-04-07T23:23:30|2024-04-07T23:25:05|1|16|sunstone
435806.batch|batch||CANCELLED|2024-04-07T23:23:30|2024-04-07T23:25:06|1|16|sunstone
435806.extern|extern||COMPLETED|2024-04-07T23:23:30|2024-04-07T23:25:05|1|16|sunstone
435807|Fit_SVM_Classifier_All_Features_PCA|jsteinhardt|CANCELLED by 3581|2024-04-07T23:23:38|2024-04-07T23:24:57|1|16|sunstone
435807.batch|batch||CANCELLED|2024-04-07T23:23:38|2024-04-07T23:24:58|1|16|sunstone
435807.extern|extern||COMPLETED|2024-04-07T23:23:38|2024-04-07T23:24:57|1|16|sunstone
435808|Fit_SVM_Classifier_Individual_Features_PCA|jsteinhardt|CANCELLED by 3581|2024-04-07T23:23:50|2024-04-07T23:25:12|1|16|sunstone
435808.batch|batch||CANCELLED|2024-04-07T23:23:50|2024-04-07T23:25:13|1|16|sunstone
435808.extern|extern||COMPLETED|2024-04-07T23:23:50|2024-04-07T23:25:12|1|16|sunstone
435809|Fit_SVM_Classifier_Individual_Features_PCA|jsteinhardt|COMPLETED|2024-04-07T23:25:50|2024-04-08T07:05:06|1|16|sunstone
435809.batch|batch||COMPLETED|2024-04-07T23:25:50|2024-04-08T07:05:06|1|16|sunstone
435809.extern|extern||COMPLETED|2024-04-07T23:25:50|2024-04-08T07:05:06|1|16|sunstone
435810|Fit_SVM_Classifier_All_Data|jsteinhardt|RUNNING|2024-04-07T23:25:58|Unknown|1|16|sunstone
435810.batch|batch||RUNNING|2024-04-07T23:25:58|Unknown|1|16|sunstone
435810.extern|extern||RUNNING|2024-04-07T23:25:58|Unknown|1|16|sunstone
435811|Fit_SVM_Classifier_All_Features_PCA|jsteinhardt|COMPLETED|2024-04-07T23:26:10|2024-04-08T02:21:37|1|16|sunstone
435811.batch|batch||COMPLETED|2024-04-07T23:26:10|2024-04-08T02:21:37|1|16|sunstone
435811.extern|extern||COMPLETED|2024-04-07T23:26:10|2024-04-08T02:21:38|1|16|sunstone
439304|ToS_Mixedbread_Embedding_Creation|jsteinhardt|CANCELLED by 3581|2024-04-09T18:46:06|2024-04-09T18:46:06|0|1|None assigned
439305|ToS_Mixedbread_Embedding_Creation|yss|CANCELLED by 3581|2024-04-09T18:50:05|2024-04-09T18:50:05|0|1|None assigned
439306|ToS_Mixedbread_Embedding_Creation|yugroup|CANCELLED by 3581|2024-04-09T18:50:48|2024-04-09T18:50:48|0|1|None assigned
439307|ToS_Mixedbread_Embedding_Creation|jsteinhardt|COMPLETED|2024-04-09T18:56:19|2024-04-09T18:58:04|1|1|saruman
439307.batch|batch||COMPLETED|2024-04-09T18:56:19|2024-04-09T18:58:04|1|1|saruman
439307.extern|extern||COMPLETED|2024-04-09T18:56:19|2024-04-09T18:58:04|1|1|saruman
439309|ToS_Mixedbread_Embedding_Creation|jsteinhardt|COMPLETED|2024-04-09T19:25:25|2024-04-09T19:25:51|1|1|balrog
439309.batch|batch||COMPLETED|2024-04-09T19:25:25|2024-04-09T19:25:51|1|1|balrog
439309.extern|extern||COMPLETED|2024-04-09T19:25:25|2024-04-09T19:25:51|1|1|balrog
439310|ToS_Mixedbread_Embedding_Creation|jsteinhardt|COMPLETED|2024-04-09T19:33:01|2024-04-09T19:33:17|1|1|balrog
439310.batch|batch||COMPLETED|2024-04-09T19:33:01|2024-04-09T19:33:17|1|1|balrog
439310.extern|extern||COMPLETED|2024-04-09T19:33:01|2024-04-09T19:33:17|1|1|balrog
439331|ToS_Mixedbread_Embedding_Creation|jsteinhardt|COMPLETED|2024-04-09T21:02:33|2024-04-09T21:20:07|1|1|saruman
439331.batch|batch||COMPLETED|2024-04-09T21:02:33|2024-04-09T21:20:07|1|1|saruman
439331.extern|extern||COMPLETED|2024-04-09T21:02:33|2024-04-09T21:20:07|1|1|saruman
439664|bash|low|CANCELLED by 3581|2024-04-09T21:14:52|2024-04-09T21:14:52|0|1|None assigned
439665|bash|low|FAILED|2024-04-09T21:15:33|2024-04-09T21:15:34|1|1|scf-sm13
439665.extern|extern||COMPLETED|2024-04-09T21:15:33|2024-04-09T21:15:34|1|1|scf-sm13
439665.0|bash||FAILED|2024-04-09T21:15:33|2024-04-09T21:15:34|1|1|scf-sm13
439666|bash|jsteinhardt|COMPLETED|2024-04-09T21:16:05|2024-04-09T21:17:21|1|1|shadowfax
439666.extern|extern||COMPLETED|2024-04-09T21:16:05|2024-04-09T21:17:21|1|1|shadowfax
439666.0|bash||COMPLETED|2024-04-09T21:16:05|2024-04-09T21:17:21|1|1|shadowfax
439667|bash|epurdom|COMPLETED|2024-04-09T21:17:33|2024-04-09T21:18:49|1|1|frodo
439667.extern|extern||COMPLETED|2024-04-09T21:17:33|2024-04-09T21:18:49|1|1|frodo
